species_code,common_name,season,modeled_region,start_year,end_year,start_date,end_date,rsquared,beta0
norwat,Northern Waterthrush,breeding,north_america,2012,2022,06-14,07-12,0.8402402112332277,0.2351207324083156
nrwswa,Northern Rough-winged Swallow,breeding,north_america,2012,2022,05-24,07-12,0.8973483034433423,0.08644938466672644
nswowl,Northern Saw-whet Owl,breeding,north_america,2012,2022,04-19,06-14,0.6009185418115565,0.06922011652296399
nutman,Scaly-breasted Munia,resident,india_se_asia,2015,2022,05-03,08-02,0.7802432512616649,0.3667031047509829
nutwoo,Nuttall's Woodpecker,resident,north_america,2011,2021,12-06,03-15,0.920220077159628,-0.02326797953109977
oaktit,Oak Titmouse,resident,north_america,2011,2021,12-06,03-15,0.9309107371609346,0.22329610770328756
oashum1,Oasis Hummingbird,resident,south_america,2015,2022,03-08,05-31,0.53104332389636,-0.24922232105428327
ocetur1,Ocellated Turkey,resident,north_america,2012,2022,06-14,11-15,0.4523492480485037,3.696915165967
olispa,Olive Sparrow,resident,north_america,2012,2022,01-25,04-26,0.8892730689020801,0.3764895505490371
oliwar,Olive Warbler,resident,north_america,2012,2022,01-18,06-07,0.7074397342804061,-0.9097923112046292
olsfly,Olive-sided Flycatcher,breeding,north_america,2012,2022,06-21,07-26,0.7870062353528992,0.2808576872354223
oltpar1,Olive-throated Parakeet,resident,north_america,2012,2022,01-04,03-22,0.8421050121825463,-0.14325077848748838
orbspa1,Orange-billed Sparrow,resident,north_america,2012,2022,01-25,05-10,0.8032070327603915,0.5563235621670404
orcori,Orchard Oriole,breeding,north_america,2012,2022,05-31,06-28,0.9164593182861568,-0.09430936718599092
orcpar,Orange-chinned Parakeet,resident,north_america,2012,2022,01-25,05-10,0.8187400167596478,-0.5156407406314223
orcwar,Orange-crowned Warbler,breeding,north_america,2012,2022,06-21,07-12,0.8197292338054759,0.07223083016267896
orfpar,Orange-fronted Parakeet,resident,north_america,2011,2021,08-23,01-11,0.796812671575364,0.1138943665591408
osprey,Osprey,breeding,north_america,2012,2022,06-07,07-12,0.8509354844505296,0.02255725921641562
ovenbi1,Ovenbird,breeding,north_america,2012,2022,06-14,07-26,0.847287846698635,0.18227656062930445
pacswa1,Pacific Swallow,resident,taiwan,2011,2021,08-30,01-18,0.8576822326346831,-0.2608426248466162
pacwre1,Pacific Wren,breeding,north_america,2012,2022,05-03,08-09,0.8288886016051185,0.4412029149759903
paibun,Painted Bunting,breeding,north_america,2012,2022,05-24,07-05,0.8592306129658551,0.5086369922795153
paired,Painted Redstart,breeding,north_america,2012,2022,04-05,08-09,0.7721966439613303,0.3444264672058271
paltan1,Palm Tanager,resident,south_america,2015,2022,08-30,12-27,0.8622205928751374,-0.11161116703799842
palwar,Palm Warbler,nonbreeding,north_america,2011,2021,11-22,03-22,0.8050176352203682,0.29935322319233404
parjae,Parasitic Jaeger,breeding,north_america,2012,2022,06-14,06-28,0.7083880252273828,0.5824596054620087
parshe1,Paradise Shelduck,resident,aus_nz,2014,2022,04-05,10-25,0.7104343481948556,0.18537280753796825
pelcor,Pelagic Cormorant,resident,north_america,2011,2021,11-22,03-15,0.7373552315425751,0.9749858935934912
perfal,Peregrine Falcon,breeding,north_america,2012,2022,06-07,07-19,0.8432318450769286,0.33703478235683393
perpel1,Peruvian Pelican,resident,south_america,2015,2022,03-29,07-12,0.4738682178454823,0.9704497446455216
phaino,Phainopepla,resident,north_america,2012,2022,01-25,05-10,0.8545953096043039,0.3015173197433469
phivir,Philadelphia Vireo,breeding,north_america,2012,2022,06-14,07-26,0.7455568850950507,0.6292534647451185
phtjac1,Pheasant-tailed Jacana,breeding,india_se_asia,2015,2022,05-31,07-19,0.7060159463388967,-0.4156480647834241
pibgre,Pied-billed Grebe,breeding,north_america,2012,2022,05-31,06-28,0.8816524460691109,0.5093625824845622
picpig2,Picazuro Pigeon,resident,south_america,2015,2022,03-15,06-28,0.7099267803309639,0.3035180265036464
piecur1,Pied Currawong,resident,aus_nz,2014,2022,07-19,08-30,0.795948372952124,-0.07155817772412511
piekin1,Pied Kingfisher,resident,india_se_asia,2014,2021,08-30,01-11,0.8216315326495259,0.33113516691710315
pieoys1,Pied Oystercatcher,resident,aus_nz,2014,2022,08-02,11-29,0.595524693226206,0.6254649589374912
piesti1,Pied Stilt,breeding,aus_nz,2014,2022,05-17,09-06,0.6285095962087072,0.9928782853393308
pigdov1,Picui Ground Dove,resident,south_america,2015,2022,02-15,06-21,0.7863448799979923,0.4607637092108146
piggui,Pigeon Guillemot,breeding,north_america,2012,2022,04-12,06-21,0.6526406279604693,0.965758097507326
pilwoo,Pileated Woodpecker,resident,north_america,2012,2022,01-18,05-03,0.8259500574354758,-0.42801197834042914
pingro,Pine Grosbeak,nonbreeding,north_america,2011,2021,11-22,03-01,0.8816665729247607,0.3772539270335052
pinjay,Pinyon Jay,resident,north_america,2012,2022,03-01,05-10,0.7492472205184043,0.5966693201252905
pinsis,Pine Siskin,breeding,north_america,2012,2022,06-14,08-09,0.8132901451884785,-0.01048297985849675
pinwar,Pine Warbler,breeding,north_america,2012,2022,05-31,08-09,0.8637718496457413,0.01216074919468167
pipplo,Piping Plover,breeding,north_america,2012,2022,05-31,06-21,0.8017958263616916,0.5086030013803314
placha,Plain Chachalaca,resident,north_america,2012,2022,01-25,05-10,0.7988655086037706,0.01691751004079542
plawre1,Cabanis's Wren,resident,north_america,2012,2022,05-03,08-09,0.7719515614384912,0.13572028670279165
plhpar1,Plum-headed Parakeet,resident,india_se_asia,2014,2021,10-04,03-08,0.7922189612743458,0.2048941480862733
plsvir,Plumbeous Vireo,breeding,north_america,2012,2022,06-14,08-09,0.8837316047145035,0.2089993042973051
pmtspi1,Plain-mantled Tit-Spinetail,resident,south_america,2015,2022,02-15,06-07,0.7925160011116177,-0.07951254027279368
pomjae,Pomarine Jaeger,breeding,north_america,2012,2022,05-31,06-28,0.6424171169600622,0.3091654692127671
prafal,Prairie Falcon,breeding,north_america,2012,2022,05-17,07-05,0.7746234341129861,1.1051186830687352
prawar,Prairie Warbler,breeding,north_america,2012,2022,05-24,07-05,0.8262793271907218,0.12282886306633926
prowar,Prothonotary Warbler,breeding,north_america,2012,2022,05-10,07-12,0.8423128136463844,0.4666799168921321
purfin,Purple Finch,breeding,north_america,2012,2022,05-31,08-09,0.8660752072289646,0.09899594034460328
purgal2,Purple Gallinule,breeding,north_america,2012,2022,05-10,08-23,0.7791121117808752,0.2194782668124231
purmar,Purple Martin,breeding,north_america,2012,2022,05-17,06-21,0.8654945077332333,0.02736324581713162
pursan,Purple Sandpiper,nonbreeding,north_america,2011,2021,12-13,03-15,0.8299702085330265,0.9648376478478836
pursun3,Purple-rumped Sunbird,resident,india_se_asia,2015,2022,06-07,08-30,0.7872886485951398,0.10054038233710058
purswa3,Gray-headed Swamphen,resident,india_se_asia,2014,2021,10-18,01-11,0.6347252705882358,0.15341353371433167
pygnut,Pygmy Nuthatch,resident,north_america,2012,2022,03-01,06-14,0.8545544273426807,0.35503726960538934
pygwoo1,Japanese Pygmy Woodpecker,resident,japan,2015,2021,08-30,04-05,0.828155347053651,0.41129893862053346
pyrrhu,Pyrrhuloxia,resident,north_america,2011,2021,11-01,03-15,0.8361906454741752,0.2877082182266838
railor5,Rainbow Lorikeet,resident,aus_nz,2014,2022,04-19,08-02,0.8466916286033148,0.20548635336296664
rawwre1,Rufous-and-white Wren,resident,north_america,2012,2022,02-08,08-09,0.7677737738015811,0.25382684046913734
rebfai1,Red-backed Fairywren,resident,aus_nz,2014,2022,05-24,10-18,0.8612146293740706,0.10248330757488514
rebfir1,Red-browed Firetail,resident,aus_nz,2013,2021,12-13,04-12,0.7678382944869336,0.226394172048251
rebhaw2,Variable Hawk,breeding,south_america,2014,2021,09-27,04-05,0.785832909894995,0.16535042484656415
rebmer,Red-breasted Merganser,nonbreeding,north_america,2011,2021,12-20,01-25,0.7043077308302732,0.5291263048671309
rebnut,Red-breasted Nuthatch,breeding,north_america,2012,2022,06-07,07-19,0.84280474814241,-0.4523832223021392
rebpig1,Red-billed Pigeon,resident,north_america,2012,2022,02-01,05-10,0.8510508206110742,0.10970182448234134
rebsap,Red-breasted Sapsucker,breeding,north_america,2012,2022,04-26,07-05,0.8447715026514233,0.7984707328342631
rebwoo,Red-bellied Woodpecker,resident,north_america,2011,2021,11-15,05-03,0.9319150608142392,0.03172302539875074
reccar,Red-crested Cardinal,resident,south_america,2015,2022,02-01,07-05,0.8054198752942892,0.34138278982767145
recdov1,Red Collared-Dove,breeding,taiwan,2012,2022,05-31,08-16,0.6238255041297849,1.267447416020599
recfin1,Red-crested Finch,resident,south_america,2015,2022,04-12,07-12,0.6450021175507288,0.5260773746055338
recwoo,Red-cockaded Woodpecker,resident,north_america,2012,2022,01-25,05-31,0.7161017933902342,0.48669896098545223
redcro,Red Crossbill,breeding,north_america,2012,2022,05-03,08-02,0.797877651282518,0.37330297873815355
redegr,Reddish Egret,resident,north_america,2011,2021,08-02,01-25,0.7388750733970297,-0.19213898972122184
redhea,Redhead,breeding,north_america,2012,2022,05-31,08-23,0.7680220357880797,0.646541807438297
redkit1,Red Kite,breeding,iberia,2014,2022,05-03,08-30,0.7388411203215762,0.8407343976307158
redkno,Red Knot,nonbreeding,north_america,2011,2021,12-13,03-29,0.6512978593063724,0.6553043899858908
redsho1,Red Shoveler,breeding,south_america,2014,2021,10-11,04-12,0.607621175768409,0.6751042067484962
redwat1,Red Wattlebird,resident,aus_nz,2014,2022,03-08,05-17,0.8241113789709096,-0.14439945807356777
reedov1,Red-eyed Dove,resident,south_africa,2016,2022,01-18,05-10,0.7471917413945718,0.5068683527277366
reevir1,Red-eyed Vireo,breeding,north_america,2012,2022,06-14,08-02,0.8749799792266588,0.03173940742277678
refcoo1,Red-fronted Coot,resident,south_america,2015,2022,04-05,07-19,0.6406636361874565,0.00241366240142527
refwar,Red-faced Warbler,breeding,north_america,2012,2022,05-17,08-02,0.7473913642152715,-1.0637842750984794
regcoo1,Red-gartered Coot,resident,south_america,2014,2021,08-16,02-08,0.5358419513192403,1.0685100873056426
rehbar1,Red-headed Barbet,resident,south_america,2014,2021,10-04,02-01,0.6706401143114139,0.7447507140397491
rehwoo,Red-headed Woodpecker,breeding,north_america,2012,2022,06-07,08-23,0.902863582118274,0.12504893174106613
relhon1,Red-legged Honeycreeper,resident,north_america,2011,2021,11-22,05-10,0.8283811299681161,0.4563261651825268
relpar1,Red-legged Partridge,resident,iberia,2014,2022,01-25,05-10,0.7989304473938358,0.4251335368292633
relpar,Red-lored Parrot,resident,north_america,2011,2021,09-20,01-18,0.7470949218990315,-0.4067492601776721
rengre,Red-necked Grebe,nonbreeding,north_america,2011,2021,12-27,03-15,0.7384272836809183,0.6908031067003229
rensap,Red-naped Sapsucker,breeding,north_america,2012,2022,06-07,08-16,0.8604945470828491,0.16925737321579526
rerpar1,Red-rumped Parrot,resident,aus_nz,2014,2022,08-02,12-27,0.8180073842057298,0.8696642482618832
reshaw,Red-shouldered Hawk,breeding,north_america,2012,2022,04-05,08-23,0.8748911760712801,0.2299938888042682
rethaw,Red-tailed Hawk,breeding,north_america,2012,2022,05-10,08-09,0.8762249947072891,0.4798432888500318
revbul,Red-vented Bulbul,resident,india_se_asia,2015,2022,03-22,06-21,0.8857594489061172,0.3907799820918381
rewbla,Red-winged Blackbird,breeding,north_america,2012,2022,05-03,08-02,0.8847024744363668,0.09677275250021372
rewlap1,Red-wattled Lapwing,breeding,india_se_asia,2015,2022,03-22,10-04,0.8370932384308652,0.15179079061023484
ribgul,Ring-billed Gull,nonbreeding,north_america,2011,2021,12-20,02-08,0.6358978228102051,0.2914942260259748
ridrai1,Ridgway's Rail,resident,north_america,2012,2022,02-01,05-31,0.6263033061173697,1.727408530383032
rindov,Ring-necked Dove,resident,south_africa,2016,2022,01-18,05-10,0.6857972299018735,0.7590162868608169
rinduc,Ring-necked Duck,nonbreeding,north_america,2011,2021,12-20,01-25,0.8221514238550126,0.07986978678972151
rinkin1,Ringed Kingfisher,resident,north_america,2011,2021,11-22,03-15,0.8362155864799731,0.04210148088863919
rinphe1,Ring-necked Pheasant,resident,north_america,2012,2022,02-22,05-17,0.8452445195084991,0.6970416169894009
rivter1,River Tern,resident,india_se_asia,2014,2021,10-18,02-08,0.6492563312718324,1.5931128421899394
roahaw,Roadside Hawk,resident,south_america,2015,2022,02-22,05-10,0.8560104146328918,-0.08756135680246835
robgro,Rose-breasted Grosbeak,breeding,north_america,2012,2022,06-14,08-02,0.8788935194519011,0.05153889926765696
rocpig,Rock Pigeon,resident,north_america,2012,2022,01-25,05-10,0.8778907636265615,0.14131096036595509
rocwre,Rock Wren,breeding,north_america,2012,2022,06-07,08-09,0.8554654306167355,0.6290860238137156
rolhaw,Rough-legged Hawk,nonbreeding,north_america,2011,2021,11-29,02-15,0.79303800298698,1.054503034926679
rosspo1,Roseate Spoonbill,breeding,north_america,2012,2022,04-12,05-17,0.6338853190454823,1.1248916842042171
rotbec,Rose-throated Becard,breeding,north_america,2012,2022,05-10,10-04,0.8428144177720661,0.24247225743960288
royspo1,Royal Spoonbill,nonbreeding,aus_nz,2014,2022,05-24,08-30,0.6057988774476278,0.7598993614293432
royter1,Royal Tern,breeding,north_america,2012,2022,05-10,07-26,0.6174769577000762,0.6739584672781308
rtbcoc1,Red-tailed Black-Cockatoo,resident,aus_nz,2014,2022,03-29,07-26,0.7244094826355857,0.3675282340094549
rthhum,Ruby-throated Hummingbird,breeding,north_america,2012,2022,06-07,07-26,0.8724996977609142,-0.09134891718325586
rtlhum,Rufous-tailed Hummingbird,resident,north_america,2011,2021,11-29,03-08,0.8600297811464701,0.20807830733938917
rubwre1,Rufous-breasted Wren,resident,north_america,2011,2021,11-29,04-19,0.7634252363380319,0.29682787480758266
rucbab1,Rufous-capped Babbler,resident,taiwan,2012,2022,01-25,05-17,0.8011443846021602,1.0834151744359375
ruckin,Ruby-crowned Kinglet,breeding,north_america,2012,2022,06-07,08-09,0.7975053267902119,0.22219780512607415
rucspa1,Rufous-collared Sparrow,resident,south_america,2015,2022,07-26,11-29,0.8296977813069931,8.283626689317583e-4
rucspa,Rufous-crowned Sparrow,resident,north_america,2012,2022,02-08,05-24,0.8396634568358439,-0.3303109386153365
rucwar4,Chestnut-capped Warbler,resident,north_america,2012,2022,02-01,05-10,0.7685483247689802,0.07167026496234474
rudduc,Ruddy Duck,breeding,north_america,2012,2022,05-31,09-06,0.7741052773701096,0.31319175822912987
rudtur,Ruddy Turnstone,nonbreeding,north_america,2011,2021,11-29,03-22,0.869321848006134,0.425004289623739
rudwoo1,Ruddy Woodcreeper,resident,north_america,2011,2021,12-06,03-15,0.6279996828112907,1.968567214585758
rufgro,Ruffed Grouse,resident,north_america,2012,2022,03-15,05-24,0.8577758917693835,0.19033149271772112
rufhum,Rufous Hummingbird,breeding,north_america,2012,2022,05-24,06-14,0.79037045957058,-0.6300844669577846
rufwhi1,Rufous Whistler,breeding,aus_nz,2013,2021,10-04,02-08,0.8553439073782462,0.2486825187985785
rugdov,Ruddy Ground Dove,resident,south_america,2014,2021,11-22,03-29,0.7644574946630658,0.6306039096175855
runwre1,Rufous-naped Wren,resident,north_america,2012,2022,02-08,05-17,0.8025898552003317,-0.06300389922776126
rusbla,Rusty Blackbird,nonbreeding,north_america,2011,2021,12-27,02-08,0.7608579801986339,0.29357180617220097
rutpla1,Rufous-tailed Plantcutter,breeding,south_america,2014,2021,10-04,02-22,0.7945712614904696,0.5111176975731466
ruwspa,Rufous-winged Sparrow,resident,north_america,2012,2022,05-31,08-16,0.7992174067427598,0.29005471456163195
sackin1,Sacred Kingfisher,breeding,aus_nz,2013,2021,12-06,02-01,0.7560818400070042,0.9154962582314368
saffin,Saffron Finch,resident,south_america,2015,2022,09-20,12-27,0.8220750829477675,0.13774717118388566
saggro,Greater Sage-Grouse,resident,north_america,2012,2022,03-08,04-19,0.6633651486460196,1.236599271767224
sagspa1,Sagebrush Sparrow,breeding,north_america,2012,2022,04-19,08-23,0.6246874839193733,1.639697648376378
sagthr,Sage Thrasher,breeding,north_america,2012,2022,05-17,07-12,0.7501923389041798,0.2276421941154646
sancra,Sandhill Crane,nonbreeding,north_america,2011,2021,12-20,02-01,0.8232179904530649,0.37484031860657024
sander,Sanderling,nonbreeding,north_america,2011,2021,12-20,03-01,0.856501148445046,0.2928806472158697
santer1,Sandwich Tern,breeding,north_america,2012,2022,05-03,07-05,0.6124334807811277,1.096161872238831
savspa,Savannah Sparrow,breeding,north_america,2012,2022,06-07,08-02,0.8380361624601509,0.02103250619781606
saypho,Say's Phoebe,breeding,north_america,2012,2022,05-24,07-26,0.8734521316355426,0.4037838558423936
sbsbab2,Black-necklaced Scimitar-Babbler,resident,taiwan,2012,2022,02-22,05-17,0.6799837742980368,1.93381089523112
scamac1,Scarlet Macaw,resident,north_america,2011,2021,11-22,03-22,0.6827936143327414,0.352576387343036
scaqua,Scaled Quail,resident,north_america,2012,2022,03-15,05-31,0.7378911937979751,0.5366048135679679
scatan,Scarlet Tanager,breeding,north_america,2012,2022,06-07,08-16,0.8696966752106657,0.5471447048893129
scoori,Scott's Oriole,breeding,north_america,2012,2022,05-24,06-28,0.8118479733051283,0.6183444379884036
scrbla1,Scrub Blackbird,resident,south_america,2015,2022,09-06,12-27,0.5893981802249231,1.2608615978139244
scrcow1,Screaming Cowbird,resident,south_america,2015,2022,07-26,10-18,0.6851414794723694,0.5147857097037359
scrtan1,Scrub Tanager,resident,south_america,2015,2022,08-23,12-27,0.7659815028342797,0.956854294419786
sctfly,Scissor-tailed Flycatcher,breeding,north_america,2012,2022,05-31,08-23,0.8692333371725058,0.7324920018281442
seaspa,Seaside Sparrow,breeding,north_america,2012,2022,05-17,08-16,0.7843389373784779,1.0933168695515156
sedwre1,Sedge Wren,breeding,north_america,2012,2022,06-07,06-28,0.8710178145941189,0.22993751888472547
shbcuc1,Shining Bronze-Cuckoo,breeding,aus_nz,2013,2021,10-25,02-01,0.779583307732803,1.1738883921103913
shbdow,Short-billed Dowitcher,nonbreeding,north_america,2011,2021,10-25,03-15,0.6787891245923361,0.4074641391200621
sheowl,Short-eared Owl,nonbreeding,north_america,2011,2021,12-27,02-22,0.811809905414673,0.6972239368190825
shicow,Shiny Cowbird,breeding,south_america,2015,2022,10-18,12-27,0.7498259922748725,0.23853480855525744
shshaw,Sharp-shinned Hawk,breeding,north_america,2012,2022,05-31,07-19,0.8664192954932959,0.05648766796247913
shtgro,Sharp-tailed Grouse,resident,north_america,2011,2021,12-13,04-19,0.7544788989961583,1.5767666870332
shthaw,Short-tailed Hawk,breeding,north_america,2012,2022,05-17,08-16,0.6782930307385526,0.2879211637270227
silgul2,Silver Gull,resident,aus_nz,2013,2021,11-15,03-08,0.7517200719212899,0.30443216459895545
siltea1,Silver Teal,breeding,south_america,2014,2021,09-20,05-10,0.6284872098320744,0.957902211419786
silver3,Silvereye,resident,aus_nz,2013,2021,12-06,04-26,0.8204500333156991,0.16899432742084186
sltred,Slate-throated Redstart,resident,north_america,2011,2021,11-29,03-01,0.7747797423650747,-0.01553733272000467
smbani,Smooth-billed Ani,resident,south_america,2014,2021,10-25,03-22,0.8408196481561268,0.20616134863547209
snakit,Snail Kite,resident,north_america,2012,2022,09-27,12-06,0.5728458378405611,0.40921484140956327
snobun,Snow Bunting,nonbreeding,north_america,2011,2021,12-27,02-22,0.8125989216815559,0.04157298815246484
snoegr,Snowy Egret,breeding,north_america,2012,2022,05-03,07-05,0.7982477650083406,0.6280321222958646
snogoo,Snow Goose,nonbreeding,north_america,2011,2021,12-27,01-18,0.7749317394522062,0.6067600744283628
snoowl1,Snowy Owl,nonbreeding,north_america,2011,2021,12-13,03-01,0.8128119235441937,0.7472865083349043
snoplo5,Snowy Plover,breeding,north_america,2012,2022,06-21,06-28,0.7272200888977812,0.8676180970814077
soater1,South American Tern,breeding,south_america,2014,2021,12-06,03-22,0.4835734516351659,1.23343721349214
socfly1,Social Flycatcher,resident,north_america,2012,2022,02-08,05-10,0.8993576644205487,-0.07882448768342401
sonspa,Song Sparrow,breeding,north_america,2012,2022,05-31,07-12,0.9061088519031286,-0.05914558575036453
soogro1,Sooty Grouse,resident,north_america,2012,2022,03-08,05-10,0.7670760840179286,1.0302447956822869
sora,Sora,breeding,north_america,2012,2022,06-07,07-12,0.8574854831054781,0.03663704696874587
soubou1,Southern Boubou,resident,south_africa,2016,2022,02-08,07-19,0.7403256672546182,0.1703134835172774
soufis1,Southern Fiscal,resident,south_africa,2016,2022,02-08,05-10,0.657405488081757,0.33759716375864124
soulap1,Southern Lapwing,breeding,south_america,2014,2021,09-13,03-01,0.7794186795397141,0.4683982035368125
spbfan1,Spot-breasted Fantail,resident,india_se_asia,2015,2022,01-18,05-31,0.7816914167298116,0.5387076815892755
spbwre1,Spot-breasted Wren,resident,north_america,2012,2022,02-08,06-28,0.8836111922472492,-0.0824785157277051
splfai1,Splendid Fairywren,resident,aus_nz,2013,2021,09-13,02-22,0.7633196000119163,0.3553722228679172
sponot1,Spotted Nothura,resident,south_america,2015,2022,05-03,11-29,0.7321494168823985,1.0526066264664935
spoowl1,Spotted Owlet,resident,india_se_asia,2015,2022,03-15,05-31,0.7970919086185864,0.47068460794479217
sposan,Spotted Sandpiper,breeding,north_america,2012,2022,06-14,06-28,0.8647090163230029,-0.12809179361489778
sposta1,Spotless Starling,resident,iberia,2014,2022,01-04,12-27,0.7400541169945694,0.35783664668883347
spotow,Spotted Towhee,breeding,north_america,2012,2022,05-31,08-16,0.8644096348182323,0.15818379400456975
spowoo1,Spotted Woodcreeper,resident,north_america,2011,2021,12-06,05-10,0.6143738687153604,1.986599101509534
sprgro,Spruce Grouse,resident,north_america,2012,2022,04-12,07-05,0.6215460155805359,1.3648173206113472
spvear1,Sparkling Violetear,breeding,south_america,2015,2022,03-01,05-31,0.7617488211778327,-0.1925311549156476
sstspa,Saltmarsh Sparrow,breeding,north_america,2012,2022,05-24,09-06,0.7361052307814956,-0.7787966607428315
stejay,Steller's Jay,resident,north_america,2012,2022,03-01,05-31,0.9161592815704628,0.03793254445007907
sthwoo1,Streak-headed Woodcreeper,resident,north_america,2012,2022,01-25,05-10,0.8365127203541614,0.963256434501236
strfly1,Streaked Flycatcher,breeding,south_america,2014,2021,10-25,01-25,0.7275471053779093,0.9954551807288368
strsal1,Streaked Saltator,resident,south_america,2014,2021,12-06,03-22,0.6981769469754067,0.8546882402798694
subfly,Sulphur-bellied Flycatcher,breeding,north_america,2012,2022,05-31,08-16,0.7989048512879682,-0.1767976448758988
succoc,Sulphur-crested Cockatoo,resident,aus_nz,2014,2022,07-19,10-18,0.842357894926189,0.23940972999696097
sumtan,Summer Tanager,breeding,north_america,2012,2022,05-31,08-09,0.8999308543887973,0.16405136385670394
supfai1,Superb Fairywren,resident,aus_nz,2014,2022,07-12,10-11,0.8519814617911267,-0.01646070150106206
surfbi,Surfbird,nonbreeding,north_america,2011,2021,10-18,03-01,0.7440330692716717,-0.5851058556032643
sursco,Surf Scoter,nonbreeding,north_america,2012,2022,01-18,02-01,0.6559947585465064,0.4259377407902426
swahar1,Swamp Harrier,nonbreeding,aus_nz,2014,2022,04-05,06-28,0.7289995574045599,0.01263776709355583
swahaw,Swainson's Hawk,breeding,north_america,2012,2022,05-17,07-26,0.747810425433981,0.95190498918378
swaspa,Swamp Sparrow,breeding,north_america,2012,2022,05-31,08-30,0.8648197968102286,0.12203484373581629
swathr,Swainson's Thrush,breeding,north_america,2012,2022,06-14,08-09,0.8651426608092311,0.2694139118584441
swawar,Swainson's Warbler,breeding,north_america,2012,2022,05-10,07-19,0.7384520374399991,0.38905393747016886
swtkit,Swallow-tailed Kite,breeding,north_america,2012,2022,04-12,07-12,0.6748242662624359,-0.6286850502299626
taibap1,Taiwan Bamboo-Partridge,resident,taiwan,2012,2022,02-01,05-17,0.7952653045792277,0.07843375769331287
taibar2,Taiwan Barbet,resident,taiwan,2012,2022,02-01,05-17,0.7769299651244506,0.311171809348328
taiscb1,Taiwan Scimitar-Babbler,resident,taiwan,2012,2022,02-08,05-10,0.764817199630954,0.3492006282999361
tenwar,Tennessee Warbler,breeding,north_america,2012,2022,06-14,07-12,0.7629040868734038,0.6736788379340443
thbkin,Thick-billed Kingbird,breeding,north_america,2012,2022,04-26,07-12,0.8199569521070508,0.426462712480284
thelar1,Thekla's Lark,resident,iberia,2014,2022,02-01,05-31,0.8099993507745715,-0.3289009279662305
thtray1,Thorn-tailed Rayadito,resident,south_america,2014,2021,12-13,05-10,0.7014462890642612,0.5984512994675788
tomtit1,Tomtit,resident,aus_nz,2013,2021,09-27,01-04,0.6509465270887665,0.6868110717956858
torcro2,Torresian Crow,resident,aus_nz,2014,2022,05-03,10-18,0.8140643306904356,0.4889468145056041
towsol,Townsend's Solitaire,breeding,north_america,2012,2022,06-07,08-23,0.85048038600962,0.11703515275240424
towwar,Townsend's Warbler,breeding,north_america,2012,2022,06-21,07-19,0.8401970798786039,0.2899339185006699
treswa,Tree Swallow,breeding,north_america,2012,2022,05-31,06-21,0.8820167138891589,-0.06509842980564567
tribla,Tricolored Blackbird,resident,north_america,2012,2022,02-01,04-26,0.661799989227867,1.3380416279169982
triher,Tricolored Heron,breeding,north_america,2012,2022,04-12,05-17,0.7232015220562873,0.7917059179563884
trokin,Tropical Kingbird,breeding,north_america,2012,2022,06-14,08-30,0.8367432529974611,-0.01617020061797597
tromoc,Tropical Mockingbird,resident,south_america,2014,2021,12-13,05-10,0.733759438072248,0.7060629169182722
tropar,Tropical Parula,breeding,north_america,2012,2022,04-19,07-12,0.7423988375754841,0.11866936033659864
truswa,Trumpeter Swan,nonbreeding,north_america,2011,2021,12-06,02-15,0.7682428094631765,0.19235693343535268
tubmot1,Turquoise-browed Motmot,resident,north_america,2012,2022,02-08,05-10,0.8221506756491541,-0.08662549655512801
tuftit,Tufted Titmouse,resident,north_america,2012,2022,01-18,05-03,0.9156537259624938,-0.2627267869443023
tui1,Tui,resident,aus_nz,2014,2022,08-09,12-20,0.6980650192644785,0.8512339306969234
tunswa,Tundra Swan,nonbreeding,north_america,2011,2021,12-27,02-15,0.6338581602373765,0.2768658575139027
turvul,Turkey Vulture,breeding,north_america,2012,2022,05-03,08-30,0.8958404239257555,0.00405270747645327
tuttyr1,Tufted Tit-Tyrant,resident,south_america,2015,2022,01-18,05-24,0.7622523589249699,-0.05478490398080438
uplgoo1,Upland Goose,breeding,south_america,2014,2021,10-11,03-01,0.6489936525086049,0.5853016987038089
uplsan,Upland Sandpiper,breeding,north_america,2012,2022,05-31,06-28,0.7134941583674838,1.461690459360661
varfai1,Purple-backed Fairywren,resident,aus_nz,2014,2022,05-31,10-04,0.8627037311094778,0.246859708273768
varfai5,Variegated Fairywren,resident,aus_nz,2014,2022,05-31,10-04,0.7951697399985443,-0.39149886073133655
varthr,Varied Thrush,breeding,north_america,2012,2022,05-31,08-23,0.8667386656632428,0.1542228123351368
vartit1,Varied Tit,resident,japan,2015,2021,11-08,04-19,0.5846896827181735,0.07883568074802257
vauswi,Vaux's Swift,breeding,north_america,2012,2022,06-14,08-02,0.8901365412211112,-0.13202814904686108
veery,Veery,breeding,north_america,2012,2022,06-07,08-02,0.9181149787529812,0.03700359246217845
verdin,Verdin,resident,north_america,2012,2022,02-01,05-03,0.8547335367706215,0.2014821730101722
verfly,Vermilion Flycatcher,breeding,north_america,2012,2022,06-14,08-16,0.7908610198863051,0.7605289528489696
vesspa,Vesper Sparrow,breeding,north_america,2012,2022,05-24,07-26,0.8366990057144312,0.8308047915780532
vichum,Violet-crowned Hummingbird,breeding,north_america,2012,2022,04-05,08-16,0.8538187672051274,0.41221358646602424
vigswa,Violet-green Swallow,breeding,north_america,2012,2022,05-17,07-12,0.8535143293837756,-0.1386593606823587
